"name","role","commentFull"
"MITCHELL","speaker","OK. Was that the extent of — the gist of the conversation?"
"FORD","witness","Yes, it was a fairly brief phone — phone call."
"MITCHELL","speaker","OK. Did you ever give Senator Feinstein or anyone else the permission to release that letter?"
"FORD","witness","Not that I know of, no."
"MITCHELL","speaker","OK. Between the letter date, July 30th and August the 7th, did you speak with any other person about your allegations?"
"FORD","witness","Could you say the dates again?"
"MITCHELL","speaker","Between the letter date of July 30 and August 7 — so, while you were still in Delaware — did you speak with any other person about your allegations?"
"FORD","witness","I’m just trying to remember what dates that."
"GRASSLEY","speaker","Stop the…"
"UNKNOWN","","You’re asking her…"
"GRASSLEY","speaker","… Yes, stop the — stop the clock."
"UNKNOWN","","… with the exclusion of any lawyers that she may have spoken with, correct?"
"MITCHELL","speaker","Correct."
"FORD","witness","Correct — I think correct, then. I was interviewing lawyers…"
"GRASSLEY","speaker","Stop the clock."
"FORD","witness","… but I was not…"
"FORD","witness","… speaking personally about it."
"MITCHELL","speaker","Aside from Lawyers that you were seeking to possibly hire to represent you, did you speak to anybody else about it during that period of time?"
"FORD","witness","I was staying with my parents at the time."
"MITCHELL","speaker","Did you talk to them about it?"
"FORD","witness","Definitely not."
"MITCHELL","speaker","OK. So would it be fair to say that you retained counsel during that time period of July 30th to August 7th?"
"FORD","witness","I can’t remember the exact date, but it was the — I was interviewing lawyers during that period of time, sitting in the car in the driveway and in the Walgreens parking lot in Rehoboth, Delaware. And I’m trying to figure out how the whole system works of interviewing lawyers and how to pick one, et cetera, so."
"MITCHELL","speaker","You testified earlier that you had — you didn’t see the need for lawyers. And now, you’re trying to hire them. What made you change your mind?"
"FORD","witness","It seemed like most of the individuals that I had told, which didn’t — the — the total number — the total was not very high. But those persons advised me to, at this point, get a lawyer for advice about whether to push forward or to stay back."
"MITCHELL","speaker","Did that include Congresswoman Eshoo and Senator Feinstein?"
"GRASSLEY","speaker","I want to thank Dr. Ford for what you said about acknowledging that we had said we’d come to California. Senator Blumenthal."
"BLUMENTHAL","speaker","Thanks, Mr. Chairman. I want to join in thanking you for being here today. And just tell you I have found your testimony powerful, incredible and I believe you. You’re a teacher, correct?"
"BLUMENTHAL","speaker","Well, you have given America an amazing teaching moment, and you may have other moments in the classroom, but you have inspired and you have enlightened America. You have inspired and given courage to women to come forward, as they have done to every one of our offices and many other public places. You have inspired and you have enlightened men in America to listen respectfully to women survivors, and men who have survived sexual attack, and that is a profound public service, regardless of what happens with this nomination. And so the teachers of America, the people of America should be really proud of what you have done. Let me tell you why I believe you: not only because of the prior consistent statements and the polygraph tests and your request for an FBI investigation and your urging that this committee hear from other witnesses who could corroborate or dispute your story, but also, you have been very honest about what you cannot remember. And someone composing a story can make it all come together in a seamless way, but someone who is honest — I speak from my experience as a prosecutor, as well — is also candid about what she or he cannot remember. The senators on the other side of the aisle have been silent. This procedure is unprecedented in a confirmation hearing. But I want to quote one of my colleagues, Senator Lindsey Graham, in a book that he wrote in 2015, when he was describing his own service, and very distinguished Naval service as a traveler."
"GRAHAM","speaker","(OFF MIKE) Air Force, Air Force."
"BLUMENTHAL","speaker","I’m not under oath. (LAUGHTER)"
"UNKNOWN","","I don’t want to be in the Navy (ph)."
"BLUMENTHAL","speaker","He said, quote, of his prosecutions of rape cases, “I learned how much unexpected courage from a deep and hidden place it takes for a rape victim or sexually abused child to testify against their assailant.” I learned how much courage from a deep and hidden place it takes for a rape victim or sexually abused child to testify against their assailant. If we agree on nothing else today, I hope on a bipartisan basis, we can agree on how much courage it has taken for you to come forward, and I think you have earned America’s gratitude. Now, there’s been some talk about your requesting an FBI investigation, and you mentioned a point just a few minutes ago that you could better-estimate the time that you ran into Mark Judge if you knew the time that he was working at that supermarket. That’s a fact that could be uncovered by an FBI investigation that would help further elucidate your account. Would you like Mark Judge to be interviewed in connection with the background investigation and the serious credible allegations that you’ve made?"
